"","Atoll_Island","Species","Census","Value.high.nn","Value.high.nn.q2.5","Value.high.nn.q97.5","Value.low.nn","Value.low.nn.q2.5","Value.low.nn.q.97.5","Size_Ha","Season.length","Mass","Defecation.rate","NitrogenInput.Current","NitrogenInput.high.nn","NitrogenInput.low.nn"
"871","Peros_Banhos_Pierre","Anous_tenuirostris",0,694.041275202747,85.240707925428,6212.32194033428,2280.93887703628,312.090177552453,16713.7141954638,150,90,0.1085,5.96602436270199,0,0.449676453204626,1.47784366845126
"872","Peros_Banhos_Petite_Mapou","Anous_tenuirostris",0,413.488620668662,79.4670873890285,2039.89779561556,1350.54949707862,276.203576182342,6404.51745284131,10,90,0.1085,5.96602436270199,0,4.01855270772852,13.1255228490451
"873","Peros_Banhos_Grande_Mapou","Anous_tenuirostris",15,461.839818396163,88.5696693243608,2313.96910805645,1531.10082986064,328.886823529612,7155.97535957015,19.5,90,0.1085,5.96602436270199,0.0747588745141657,2.30177500194159,7.63089165387244
"874","Peros_Banhos_Diamant","Anous_tenuirostris",15,626.887033662531,90.9926970170211,4353.43594416522,2058.40110326785,356.487270470163,11982.9223867875,88.5,90,0.1085,5.96602436270199,0.0164722943844772,0.688417850953392,2.26043926229071
"875","Peros_Banhos_Passe","Anous_tenuirostris",40,700.331565705272,169.375960313071,4336.82825315416,2299.88548603086,572.417441356208,14232.13216708,22.5,90,0.1085,5.96602436270199,0.17277606554385,3.02501331246802,9.93412913694541
"876","Peros_Banhos_Moresby","Anous_tenuirostris",105,757.459005418002,149.135230513173,6097.03623309551,2487.49172268121,607.844866658205,15051.3953835785,43.5,90,0.1085,5.96602436270199,0.234588192441003,1.69229465646827,5.55748749462611
"884","Peros_Banhos_Yeye","Anous_tenuirostris",55,537.506616337081,90.8319655389063,3236.44057899544,1765.16913715618,340.246075029729,8139.81314652038,58.5,90,0.1085,5.96602436270199,0.0913719577395359,0.892964215139504,2.93249017824305
"889","Peros_Banhos_Fouquet","Anous_tenuirostris",0,297.047182170385,30.6445777290464,2832.61051399063,975.501514417733,100.548155161349,9092.78636672098,2,90,0.1085,5.96602436270199,0,14.4344934608305,47.402806948077
"890","Peros_Banhos_Mapou_de_Coin","Anous_tenuirostris",0,297.846532762509,32.3085029700754,2503.5206216504,985.970451686258,118.965175380365,7782.99422134814,2,90,0.1085,5.96602436270199,0,14.4733365187266,47.9115268269874
"891","Salomon_Islands_Boddam","Anous_tenuirostris",10,704.831999922937,121.660460870308,4520.42377351426,2314.66489030863,373.091050726759,15719.7696369599,108.5,90,0.1085,5.96602436270199,0.00895728450400142,0.631338075083406,2.07331119539176
"892","Salomon_Islands_Diable","Anous_tenuirostris",0,227.780707891861,11.662748042918,3913.71941852453,748.030746766013,40.9688926103825,12710.7537026422,0.5,90,0.1085,5.96602436270199,0,44.2744363308922,145.397035498567
"893","Salomon_Islands_Anglaise","Anous_tenuirostris",10,530.343912001136,89.301415853616,2887.8180900758,1741.64685064268,303.143921294395,8854.51125838759,75.5,90,0.1085,5.96602436270199,0.0128723889891941,0.682679313332955,2.24191557432774
"896","Salomon_Islands_Takamaka","Anous_tenuirostris",100,687.13459243983,127.436187503887,4786.86492381557,2256.54668943933,541.911976386659,11918.2705282291,44,90,0.1085,5.96602436270199,0.220878492882762,1.51773253185721,4.98422631882946
"897","Salomon_Islands_Fouquet","Anous_tenuirostris",0,492.272050590632,83.8494357613186,2543.25518684242,1616.61904128495,320.281471701063,7087.21825149478,39.5,90,0.1085,5.96602436270199,0,1.21119533655739,3.97755964703854
"898","Salomon_Islands_Sepulture","Anous_tenuirostris",0,230.914770530058,11.5935031875202,3873.24126316509,758.322993363011,38.9132746469632,12662.718300907,0.5,90,0.1085,5.96602436270199,0,44.8836137191623,147.397571105283
"901","Salomon_Islands_Poule","Anous_tenuirostris",0,227.748619616381,12.1709695252931,4178.70528369207,747.92536902401,38.8149288322609,13348.3968474011,0.5,90,0.1085,5.96602436270199,0,44.2681992341563,145.37655290295
"908","Great_Chagos_Bank_Eagle_Island","Gygis_alba",20,20,20,20,20,20,20,243.5,131.7,0.12,6.35694527088746,0.0124464028159207,0.0124464028159207,0.0124464028159207
"914","Peros_Banhos_Coin","Gygis_alba",20,20,20,20,20,20,20,127.5,131.7,0.12,6.35694527088746,0.0237701889072681,0.0237701889072681,0.0237701889072681
"916","Peros_Banhos_Monpatre_complex","Gygis_alba",2,2,2,2,2,2,2,4.5,131.7,0.12,6.35694527088746,0.0673488685705929,0.0673488685705929,0.0673488685705929
"917","Peros_Banhos_Poule","Gygis_alba",2,2,2,2,2,2,2,108,131.7,0.12,6.35694527088746,0.00280620285710804,0.00280620285710804,0.00280620285710804
"918","Peros_Banhos_Petit_Souer","Gygis_alba",4,4,4,4,4,4,4,41.5,131.7,0.12,6.35694527088746,0.0146057787261527,0.0146057787261527,0.0146057787261527
"919","Peros_Banhos_Grand_Souer","Gygis_alba",4,4,4,4,4,4,4,64,131.7,0.12,6.35694527088746,0.00947093464273963,0.00947093464273963,0.00947093464273963
"924","Peros_Banhos_Pierre","Gygis_alba",3,3,3,3,3,3,3,150,131.7,0.12,6.35694527088746,0.00303069908567668,0.00303069908567668,0.00303069908567668
"925","Peros_Banhos_Petite_Mapou","Gygis_alba",2,2,2,2,2,2,2,10,131.7,0.12,6.35694527088746,0.0303069908567668,0.0303069908567668,0.0303069908567668
"926","Peros_Banhos_Grande_Mapou","Gygis_alba",10,10,10,10,10,10,10,19.5,131.7,0.12,6.35694527088746,0.0777102329660688,0.0777102329660688,0.0777102329660688
"927","Peros_Banhos_Diamant","Gygis_alba",10,10,10,10,10,10,10,88.5,131.7,0.12,6.35694527088746,0.017122593704388,0.017122593704388,0.017122593704388
"928","Peros_Banhos_Passe","Gygis_alba",15,15,15,15,15,15,15,22.5,131.7,0.12,6.35694527088746,0.101023302855889,0.101023302855889,0.101023302855889
"929","Peros_Banhos_Moresby","Gygis_alba",25,25,25,25,25,25,25,43.5,131.7,0.12,6.35694527088746,0.0870890541861116,0.0870890541861116,0.0870890541861116
"937","Peros_Banhos_Yeye","Gygis_alba",45,45,45,45,45,45,45,58.5,131.7,0.12,6.35694527088746,0.116565349449103,0.116565349449103,0.116565349449103
"942","Peros_Banhos_Fouquet","Gygis_alba",3,3,3,3,3,3,3,2,131.7,0.12,6.35694527088746,0.227302431425751,0.227302431425751,0.227302431425751
"943","Peros_Banhos_Mapou_de_Coin","Gygis_alba",5,5,5,5,5,5,5,2,131.7,0.12,6.35694527088746,0.378837385709585,0.378837385709585,0.378837385709585
"944","Salomon_Islands_Boddam","Gygis_alba",30,30,30,30,30,30,30,108.5,131.7,0.12,6.35694527088746,0.0418990657005993,0.0418990657005993,0.0418990657005993
"945","Salomon_Islands_Diable","Gygis_alba",0,0,0,0,0,0,0,0.5,131.7,0.12,6.35694527088746,0,0,0
"946","Salomon_Islands_Anglaise","Gygis_alba",15,15,15,15,15,15,15,75.5,131.7,0.12,6.35694527088746,0.0301062823080465,0.0301062823080465,0.0301062823080465
"949","Salomon_Islands_Takamaka","Gygis_alba",25,25,25,25,25,25,25,44,131.7,0.12,6.35694527088746,0.0860994058430876,0.0860994058430876,0.0860994058430876
"950","Salomon_Islands_Fouquet","Gygis_alba",10,10,10,10,10,10,10,39.5,131.7,0.12,6.35694527088746,0.0383632795655276,0.0383632795655276,0.0383632795655276
"951","Salomon_Islands_Sepulture","Gygis_alba",1,1,1,1,1,1,1,0.5,131.7,0.12,6.35694527088746,0.303069908567668,0.303069908567668,0.303069908567668
"954","Salomon_Islands_Poule","Gygis_alba",1,1,1,1,1,1,1,0.5,131.7,0.12,6.35694527088746,0.303069908567668,0.303069908567668,0.303069908567668
